create EgoNets       a) assign IDs        b) find triangles    c) cluster EgoNet    d) compact EgoNet    e) EgoNet subsets    f) EgoNet subsetCnt  g) clean up          split Personas       connect Personas     Persona Clustering   create Cover         
0.026094             0.0                  0.002618             0.015656             0.000708             0.000872             0.000543             0.0                  8.4e-05              0.001609             0.004547             0.001097             
0.028087             0.0                  0.002886             0.017006             0.001005             0.000919             0.000839             0.0                  0.000106             0.001529             0.004284             0.001301             
0.059657             0.0                  0.009389             0.040483             0.001314             0.00224              0.001037             0.0                  6.6e-05              0.002413             0.012508             0.000452             
0.063237             2e-06                0.01002              0.0429               0.001333             0.002485             0.001063             0.0                  7.6e-05              0.002483             0.012339             0.000402             
0.060789             1e-06                0.009637             0.041097             0.001337             0.002228             0.00106              0.0                  6.6e-05              0.002428             0.011996             0.000402             
0.063427             2e-06                0.010058             0.042998             0.001357             0.002356             0.001033             0.0                  6.4e-05              0.002438             0.014806             0.000465             
0.064414             1e-06                0.010193             0.043679             0.001438             0.002451             0.001113             0.0                  6.5e-05              0.002471             0.012698             0.000442             
0.059128             8e-06                0.00951              0.039855             0.001264             0.002279             0.001023             0.0                  6.4e-05              0.002417             0.012484             0.000419             
0.059522             1e-06                0.009316             0.040487             0.001265             0.002164             0.001015             0.0                  6.9e-05              0.002512             0.01374              0.000504             
0.059633             1e-06                0.009343             0.040283             0.00132              0.002238             0.001023             0.0                  8.2e-05              0.003043             0.014342             0.000487             
0.061207             1e-05                0.009604             0.041635             0.001344             0.002353             0.00106              0.0                  8.5e-05              0.003498             0.013328             0.000481             
0.06518              3e-06                0.010433             0.043551             0.001405             0.002525             0.001185             0.0                  6.4e-05              0.002491             0.012422             0.000386             
0.059649             6e-06                0.009409             0.040413             0.001284             0.002172             0.001008             0.0                  6.9e-05              0.002402             0.011873             0.000423             
0.057846             1e-06                0.009096             0.039859             0.001293             0.00203              0.000971             0.0                  9.9e-05              0.004327             0.017732             0.00058              
0.060682             0.0                  0.009551             0.041406             0.001322             0.002378             0.001039             0.0                  6.6e-05              0.002433             0.016584             0.000542             
0.066049             1e-06                0.010736             0.044947             0.001459             0.002597             0.001123             0.0                  7.1e-05              0.002463             0.012182             0.000388             
0.059407             2e-06                0.009396             0.040333             0.001278             0.002201             0.001025             0.0                  6.9e-05              0.002342             0.012524             0.000479             
0.058794             2e-06                0.009172             0.039984             0.001313             0.002141             0.001055             0.0                  5.8e-05              0.002326             0.012467             0.000393             
0.058613             0.0                  0.009318             0.039951             0.001293             0.002247             0.001035             0.0                  0.000146             0.00275              0.011701             0.000441             
0.06159              1e-06                0.00968              0.041671             0.001339             0.002267             0.001036             0.0                  6.1e-05              0.00243              0.012687             0.000405             
0.060706             2e-06                0.009694             0.041056             0.001306             0.002283             0.001028             0.0                  8.5e-05              0.002452             0.012246             0.000415             
0.063422             5.3e-05              0.010027             0.04301              0.001395             0.002375             0.001149             0.0                  0.000105             0.002591             0.012356             0.000546             
0.030193             0.0                  0.003644             0.018779             0.000773             0.000833             0.000561             0.0                  5.3e-05              0.00109              0.008193             0.000527             
0.031162             1e-06                0.003805             0.019647             0.000767             0.000769             0.000646             0.0                  5.1e-05              0.001148             0.008176             0.000584             
0.029169             1e-06                0.003512             0.018263             0.000678             0.000712             0.000528             0.0                  5.5e-05              0.001181             0.007992             0.000488             
0.02884              0.0                  0.003391             0.0179               0.000673             0.000811             0.000457             0.0                  6.7e-05              0.001477             0.008408             0.000558             
0.028884             0.0                  0.003374             0.018008             0.00068              0.000789             0.000537             0.0                  6.1e-05              0.001269             0.008041             0.000592             
0.026871             6e-06                0.003123             0.016601             0.000519             0.000822             0.000329             0.0                  6.9e-05              0.001204             0.00824              0.00054              
0.023975             0.0                  0.002811             0.015026             0.000315             0.000553             0.000237             0.0                  6.2e-05              0.00127              0.008163             0.000513             
0.026592             1e-06                0.003158             0.016512             0.000513             0.000784             0.000315             0.0                  6.4e-05              0.001319             0.009201             0.000688             
0.028898             0.0                  0.003309             0.017993             0.000758             0.000749             0.000629             0.0                  4.4e-05              0.001059             0.008965             0.000749             
0.030533             0.0                  0.003603             0.01897              0.000808             0.000853             0.000698             0.0                  4.5e-05              0.000986             0.007561             0.000452             
0.033937             0.0                  0.004031             0.021441             0.000967             0.001038             0.000735             0.0                  5.7e-05              0.001228             0.008719             0.000524             
0.02805              1e-06                0.003206             0.017407             0.000615             0.000705             0.00051              0.0                  5.6e-05              0.001132             0.008534             0.000588             
0.027675             5e-06                0.003165             0.017227             0.000564             0.000651             0.000462             0.0                  4.3e-05              0.000892             0.008366             0.000537             
0.030556             2e-06                0.003652             0.018928             0.000795             0.000946             0.000671             0.0                  6e-05                0.001274             0.008579             0.00048              
0.028957             0.0                  0.003493             0.018181             0.000568             0.000743             0.000421             0.0                  5.9e-05              0.001293             0.008195             0.000514             
0.031915             0.0                  0.003871             0.019867             0.00084              0.000978             0.000727             0.0                  5.3e-05              0.001173             0.009896             0.000598             
0.029139             0.0                  0.00341              0.018104             0.000723             0.000854             0.000581             0.0                  5.3e-05              0.001117             0.008126             0.000554             
0.029387             1e-06                0.003376             0.018476             0.000716             0.00073              0.00061              0.0                  5e-05                0.001032             0.008168             0.000523             
0.02854              0.0                  0.003343             0.017733             0.00063              0.000735             0.000485             0.0                  6.2e-05              0.001232             0.008605             0.000597             
0.031244             0.0                  0.003811             0.019308             0.000877             0.001066             0.000626             6e-06                5.9e-05              0.001241             0.008412             0.00052              
0.025498             0.0                  0.002632             0.015188             0.000702             0.000784             0.000559             0.0                  5.5e-05              0.001055             0.012658             0.001196             
0.025593             0.0                  0.00257              0.015279             0.000768             0.000771             0.000592             0.0                  5.7e-05              0.001077             0.013282             0.001154             
0.025576             1e-06                0.002574             0.015295             0.0006               0.000805             0.000599             0.0                  5.8e-05              0.001106             0.013081             0.001228             
0.026131             1e-06                0.002679             0.015649             0.000812             0.000905             0.000588             0.0                  5.9e-05              0.001174             0.013873             0.001461             
0.024984             0.0                  0.002579             0.014852             0.000633             0.000983             0.000433             0.0                  5.9e-05              0.001185             0.012966             0.001179             
0.024798             0.0                  0.002531             0.014928             0.000563             0.000713             0.000357             0.0                  5.6e-05              0.001172             0.013582             0.00106              
0.026327             0.0                  0.002715             0.015699             0.000812             0.000864             0.000593             0.0                  6.9e-05              0.001257             0.013116             0.001166             
0.027551             1e-06                0.002934             0.016404             0.000959             0.001082             0.000758             0.0                  6e-05                0.00116              0.013362             0.00123              
0.026244             1.1e-05              0.002685             0.015883             0.000692             0.000784             0.000599             0.0                  5.3e-05              0.001024             0.01324              0.001216             
0.025773             0.0                  0.002596             0.015553             0.000793             0.000691             0.000603             0.0                  6.4e-05              0.001281             0.015425             0.001605             
0.025504             0.0                  0.002532             0.015276             0.000671             0.000758             0.000607             0.0                  5.5e-05              0.001076             0.013542             0.001336             
0.027075             0.0                  0.002705             0.01615              0.000691             0.000972             0.000622             0.0                  5.9e-05              0.001095             0.013323             0.001219             
0.02902              2e-06                0.002891             0.017396             0.001007             0.001131             0.000771             0.0                  7.5e-05              0.0013               0.012825             0.001044             
0.026612             0.0                  0.002772             0.015941             0.000845             0.000937             0.000638             0.0                  9.6e-05              0.00162              0.012999             0.001053             
0.025697             0.0                  0.002658             0.0156               0.000717             0.000655             0.000524             0.0                  4.9e-05              0.001187             0.01289              0.00131              
0.02565              1e-06                0.002605             0.015423             0.000747             0.000788             0.000557             0.0                  5.2e-05              0.001016             0.015021             0.001318             
0.026017             2e-06                0.002633             0.015344             0.000641             0.000933             0.000451             0.0                  5.9e-05              0.00107              0.013084             0.001127             
0.024285             0.0                  0.002507             0.014298             0.000598             0.000864             0.000336             0.0                  5.8e-05              0.00108              0.012647             0.001158             
0.026082             0.0                  0.002609             0.015728             0.000843             0.000727             0.000674             0.0                  8e-05                0.001163             0.014841             0.001341             
0.02476              0.0                  0.002504             0.015058             0.000677             0.000681             0.000507             0.0                  4.6e-05              0.00094              0.013106             0.001123             
