create EgoNets       a) assign IDs        b) find triangles    c) cluster EgoNet    d) compact EgoNet    e) EgoNet subsets    f) EgoNet subsetCnt  g) clean up          split Personas       connect Personas     Persona Clustering   create Cover         
0.028053             1e-06                0.003095             0.017834             0.000775             0.000484             0.000673             0.0                  5.2e-05              0.000958             0.002143             0.000496             
0.02674              1e-06                0.002973             0.017244             0.000661             0.000417             0.000544             0.0                  4.1e-05              0.000833             0.002785             0.000502             
0.027592             1.7e-05              0.003086             0.017753             0.0007               0.000473             0.00056              0.0                  3.9e-05              0.000751             0.002847             0.000482             
0.024154             2e-06                0.00244              0.014795             0.000647             0.00058              0.00046              0.0                  7.1e-05              0.001075             0.004069             0.001075             
0.023515             0.0                  0.002271             0.01448              0.000698             0.000479             0.000518             0.0                  5.9e-05              0.000925             0.004188             0.001111             
0.023415             0.0                  0.002248             0.014349             0.000688             0.000478             0.000486             0.0                  5.6e-05              0.000859             0.004122             0.001082             
0.027005             7e-06                0.002838             0.016735             0.000908             0.000547             0.000652             0.0                  6e-05                0.000982             0.004214             0.001061             
0.025784             0.0                  0.002546             0.016043             0.000893             0.000516             0.000699             0.0                  7.1e-05              0.001011             0.003976             0.001051             
0.023564             2e-06                0.002285             0.014392             0.000777             0.000498             0.000596             0.0                  6e-05                0.000928             0.004232             0.001066             
0.024616             0.0                  0.002343             0.015069             0.000877             0.000549             0.00068              0.0                  5.9e-05              0.000984             0.004608             0.001193             
0.024123             0.0                  0.002426             0.014796             0.000734             0.000595             0.00045              0.0                  5.2e-05              0.000971             0.004098             0.001044             
0.026247             1e-06                0.002657             0.01621              0.001061             0.000547             0.000906             1e-06                5e-05                0.000842             0.004027             0.001038             
0.025157             4e-06                0.00245              0.015625             0.000889             0.000454             0.000745             0.0                  4.2e-05              0.000779             0.004138             0.001045             
0.059051             0.0                  0.00936              0.040581             0.00129              0.001817             0.000935             0.0                  6.6e-05              0.002322             0.011913             0.000413             
0.058828             0.0                  0.009317             0.040494             0.001235             0.0018               0.001044             0.0                  6.3e-05              0.002263             0.011791             0.000423             
0.063645             2e-06                0.010108             0.044105             0.00141              0.001988             0.001165             0.0                  6.8e-05              0.002171             0.012303             0.000477             
0.056852             1e-06                0.008903             0.039016             0.001264             0.001698             0.001031             0.0                  6.7e-05              0.002083             0.012411             0.000391             
0.061213             1e-06                0.009565             0.042294             0.001366             0.001875             0.001                0.0                  6.4e-05              0.002102             0.012562             0.000395             
0.059443             1e-06                0.009368             0.041063             0.001317             0.00177              0.001041             0.0                  6.1e-05              0.002426             0.013242             0.000376             
0.060266             1e-06                0.009495             0.041646             0.001352             0.001865             0.000934             0.0                  6.1e-05              0.002122             0.012278             0.000412             
0.060671             1e-06                0.00951              0.042082             0.001297             0.001758             0.00101              0.0                  4.9e-05              0.001999             0.012769             0.000408             
0.059262             0.0                  0.009336             0.040828             0.001333             0.001829             0.001036             0.0                  8e-05                0.002391             0.012418             0.000464             
0.06124              0.0                  0.0096               0.042246             0.001444             0.001832             0.001031             0.0                  7.4e-05              0.002067             0.012537             0.000413             
0.028236             1e-06                0.003195             0.018085             0.000661             0.000522             0.000392             0.0                  4.5e-05              0.000858             0.010605             0.000852             
0.028252             1e-06                0.003175             0.018112             0.00092              0.000445             0.000713             0.0                  5.5e-05              0.000904             0.007604             0.000541             
0.026603             0.0                  0.002993             0.017059             0.000616             0.000489             0.000434             0.0                  5.9e-05              0.001249             0.008071             0.00059              
0.02936              2.3e-05              0.003341             0.018862             0.000923             0.000498             0.000722             0.0                  4.3e-05              0.000854             0.008041             0.000464             
0.027555             0.0                  0.003055             0.017595             0.000813             0.000477             0.000644             0.0                  5.7e-05              0.000931             0.007565             0.00052              
0.028669             1e-06                0.003328             0.018423             0.000843             0.000499             0.000665             0.0                  3.8e-05              0.000755             0.007598             0.000472             
0.029697             0.0                  0.003432             0.019064             0.000783             0.000645             0.000646             0.0                  8.6e-05              0.001481             0.008291             0.00076              
0.028159             1e-06                0.003162             0.017975             0.000848             0.000463             0.000669             0.0                  6.3e-05              0.001053             0.00803              0.000472             
0.030356             2e-06                0.003411             0.019584             0.000959             0.000547             0.000803             0.0                  5.9e-05              0.000947             0.007945             0.000494             
0.02809              0.0                  0.00317              0.017905             0.000816             0.000499             0.000658             0.0                  4.6e-05              0.000815             0.007779             0.000462             
0.023428             1e-06                0.002298             0.014457             0.000715             0.000506             0.000516             0.0                  5.6e-05              0.000907             0.013144             0.001013             
0.023474             0.0                  0.002255             0.014442             0.000706             0.000493             0.000522             0.0                  4.9e-05              0.00083              0.014001             0.001299             
0.025264             0.0                  0.002384             0.015235             0.000903             0.000557             0.00071              0.0                  6.3e-05              0.000968             0.013319             0.001338             
0.027088             0.0                  0.002783             0.0168               0.001004             0.000669             0.000826             0.0                  5.6e-05              0.001                0.012715             0.001023             
0.02527              0.0                  0.002445             0.01564              0.000893             0.00049              0.000804             0.0                  6.1e-05              0.000969             0.012787             0.001013             
0.024014             1e-06                0.00237              0.014832             0.000665             0.000475             0.000503             0.0                  4.8e-05              0.000838             0.012876             0.001241             
0.025006             1e-06                0.002341             0.015315             0.000869             0.000539             0.000719             0.0                  6.6e-05              0.001029             0.013788             0.001381             
0.027261             1e-06                0.00281              0.016866             0.001026             0.00063              0.000855             0.0                  5.7e-05              0.000967             0.012145             0.000982             
0.025658             0.0                  0.002589             0.015759             0.000949             0.000528             0.000769             0.0                  5.9e-05              0.000883             0.012537             0.001039             
0.024016             0.0                  0.002351             0.014844             0.000654             0.000485             0.000525             0.0                  5.8e-05              0.0009               0.013337             0.001205             
0.037976             0.0                  0.008919             0.020725             0.000957             0.001965             0.001006             0.0                  6e-05                0.002315             0.001908             0.000352             
0.040311             0.0                  0.009316             0.021958             0.000987             0.00204              0.001019             0.0                  4.6e-05              0.002245             0.001935             0.000366             
0.040708             0.0                  0.009399             0.022056             0.000969             0.001993             0.001021             0.0                  7.1e-05              0.002319             0.001984             0.000357             
0.043367             0.0                  0.009966             0.023769             0.001045             0.002276             0.001084             0.0                  6.5e-05              0.002429             0.002005             0.000351             
0.041475             0.0                  0.009497             0.022552             0.001024             0.002192             0.001025             0.0                  6.2e-05              0.002363             0.002078             0.00037              
0.042281             0.0                  0.009659             0.023006             0.001068             0.002162             0.001017             0.0                  5.1e-05              0.002181             0.001966             0.000361             
0.044241             0.0                  0.010196             0.02401              0.001125             0.002393             0.001104             0.0                  0.000125             0.003493             0.002173             0.000419             
0.04354              0.0                  0.010017             0.023677             0.001135             0.002267             0.001016             0.0                  5.4e-05              0.002253             0.001969             0.00036              
0.042177             0.0                  0.009724             0.022748             0.001103             0.002281             0.001003             0.0                  5.5e-05              0.002323             0.001974             0.000366             
0.042147             0.0                  0.00959              0.022791             0.001039             0.002293             0.001017             0.0                  6.3e-05              0.00236              0.002167             0.00035              
0.040508             1e-06                0.009325             0.022077             0.001011             0.002121             0.001024             0.0                  8.7e-05              0.002537             0.002256             0.000369             
0.043245             0.0                  0.010072             0.023554             0.001099             0.002219             0.001067             0.0                  4.4e-05              0.002883             0.002017             0.000357             
0.044628             1e-06                0.010156             0.024387             0.001236             0.002342             0.001036             0.0                  6.1e-05              0.00238              0.00227              0.000352             
0.043719             0.0                  0.010061             0.023953             0.001142             0.002166             0.001012             0.0                  5.1e-05              0.002151             0.001956             0.000354             
0.042966             0.0                  0.009781             0.023328             0.001133             0.002288             0.001013             0.0                  6.2e-05              0.0023               0.001898             0.000361             
0.04225              0.0                  0.009518             0.022951             0.001113             0.002199             0.001018             0.0                  6.4e-05              0.002272             0.001968             0.000352             
0.041553             0.0                  0.009522             0.022537             0.001074             0.002183             0.001016             0.0                  6.1e-05              0.002344             0.001942             0.000358             
0.040805             0.0                  0.009364             0.022223             0.001026             0.002082             0.001016             0.0                  6.5e-05              0.002359             0.001947             0.000382             
0.044447             0.0                  0.010233             0.024104             0.001189             0.002425             0.001063             0.0                  0.000102             0.002406             0.002347             0.00038              
0.040889             1e-06                0.009234             0.022243             0.001011             0.002101             0.001011             0.0                  6e-05                0.002278             0.00195              0.000353             
0.02614              0.0                  0.003688             0.014788             0.000464             0.000975             0.000563             0.0                  4.9e-05              0.00115              0.001144             0.000471             
0.024625             0.0                  0.003494             0.013921             0.000351             0.000694             0.000588             0.0                  5.7e-05              0.001209             0.001134             0.000457             
0.025587             0.0                  0.003607             0.014448             0.000524             0.000845             0.000674             0.0                  5.6e-05              0.001226             0.001169             0.00045              
0.021715             0.0                  0.003064             0.012292             0.000212             0.000618             0.000257             0.0                  6.1e-05              0.001245             0.001208             0.000479             
0.024747             0.0                  0.003399             0.013991             0.000491             0.000728             0.000627             0.0                  4.8e-05              0.000911             0.001094             0.000449             
0.026261             0.0                  0.003536             0.014897             0.000444             0.000836             0.000819             0.0                  4.5e-05              0.000967             0.001128             0.000479             
0.024224             0.0                  0.003322             0.013637             0.00036              0.00074              0.000569             0.0                  4.6e-05              0.000932             0.001085             0.00047              
0.023487             0.0                  0.003253             0.013124             0.000333             0.000699             0.000457             0.0                  4.2e-05              0.000875             0.001099             0.000451             
0.026436             0.0                  0.003691             0.014817             0.000492             0.000918             0.000621             0.0                  5.6e-05              0.0012               0.001191             0.000461             
0.025978             0.0                  0.003606             0.014681             0.000532             0.000889             0.000616             0.0                  5e-05                0.001045             0.001132             0.000437             
0.026821             0.0                  0.003569             0.015214             0.000664             0.000957             0.000818             0.0                  4.6e-05              0.000943             0.001208             0.000481             
0.02584              0.0                  0.003438             0.014563             0.000557             0.001007             0.000791             0.0                  4.8e-05              0.00095              0.001079             0.000452             
0.027077             0.0                  0.003635             0.01529              0.000743             0.001113             0.000829             0.0                  5.8e-05              0.001242             0.001293             0.000508             
0.027084             0.0                  0.003676             0.015402             0.000644             0.00106              0.000757             0.0                  5.2e-05              0.001072             0.001121             0.000449             
0.02603              1e-06                0.003702             0.014579             0.000538             0.000935             0.000652             0.0                  6e-05                0.001278             0.001126             0.000469             
0.025717             1e-06                0.003611             0.014516             0.00056              0.000802             0.000678             0.0                  7.9e-05              0.001404             0.001273             0.000609             
0.024408             1e-06                0.003295             0.013648             0.00045              0.00078              0.000594             0.0                  5.5e-05              0.001314             0.001254             0.000462             
0.02628              0.0                  0.003577             0.01487              0.000662             0.000873             0.000882             0.0                  6.2e-05              0.00116              0.001094             0.000511             
0.024378             1e-06                0.003338             0.013563             0.000446             0.000821             0.000484             0.0                  5.2e-05              0.001043             0.001149             0.000493             
0.023229             0.0                  0.0032               0.013048             0.000328             0.000622             0.000392             0.0                  4.9e-05              0.001019             0.001147             0.000466             
0.022505             0.0                  0.002574             0.012398             0.000373             0.000832             0.000656             1e-06                7.6e-05              0.001228             0.001328             0.000955             
0.022755             0.0                  0.002658             0.012664             0.000344             0.000714             0.000615             0.0                  5.4e-05              0.000959             0.001408             0.000946             
0.031808             8e-06                0.003984             0.018153             0.000909             0.001425             0.001081             2e-06                6.7e-05              0.001388             0.001334             0.000948             
0.023152             0.0                  0.002702             0.012809             0.000494             0.000819             0.000634             0.0                  5.1e-05              0.001046             0.001453             0.000995             
0.024531             1e-06                0.002779             0.013226             0.000657             0.001015             0.000734             0.0                  6.8e-05              0.001348             0.001656             0.000986             
0.023833             0.0                  0.002862             0.013231             0.000454             0.000983             0.000716             0.0                  4.7e-05              0.000934             0.001376             0.000989             
0.02362              0.0                  0.002853             0.01303              0.000526             0.000822             0.000602             0.0                  5.4e-05              0.000973             0.001358             0.000976             
0.021195             0.0                  0.002492             0.011595             0.000276             0.00069              0.000504             0.0                  4.5e-05              0.000873             0.0013               0.00097              
0.02212              0.0                  0.00264              0.012029             0.000427             0.000807             0.000449             0.0                  5.7e-05              0.001059             0.001435             0.000989             
0.023319             0.0                  0.002782             0.012904             0.000408             0.000992             0.00063              0.0                  4.9e-05              0.000992             0.001368             0.000973             
0.021631             0.0                  0.002636             0.011787             0.000345             0.001003             0.000304             0.0                  6.6e-05              0.001347             0.001597             0.001068             
0.023751             6e-06                0.002805             0.013086             0.000622             0.00099              0.000646             0.0                  5.7e-05              0.00111              0.001469             0.000991             
0.02145              1e-06                0.002409             0.011796             0.000345             0.000702             0.000463             0.0                  5.1e-05              0.000968             0.00142              0.000992             
0.023548             0.0                  0.002842             0.013075             0.000599             0.000814             0.000646             0.0                  6.6e-05              0.001207             0.00131              0.000945             
0.021885             0.0                  0.00266              0.012011             0.000353             0.000822             0.000343             0.0                  6.1e-05              0.001276             0.001374             0.00098              
0.023199             0.0                  0.00267              0.012933             0.000453             0.00076              0.000718             0.0                  4.4e-05              0.000869             0.00143              0.001035             
0.020569             0.0                  0.002383             0.011211             0.00028              0.000733             0.000378             0.0                  5.8e-05              0.001107             0.001347             0.000954             
0.022329             0.0                  0.002598             0.012108             0.00048              0.00086              0.000556             0.0                  4.9e-05              0.000984             0.001301             0.001003             
0.021933             1e-06                0.002521             0.011966             0.000363             0.000734             0.000558             0.0                  5.4e-05              0.000935             0.001324             0.000992             
0.024249             0.0                  0.002833             0.013448             0.000548             0.001098             0.000765             0.0                  5.4e-05              0.001042             0.001372             0.001008             
0.073016             1e-06                0.009608             0.052971             0.001814             0.002162             0.001032             0.0                  0.000123             0.003025             0.006399             0.000443             
0.069734             1e-06                0.009254             0.050256             0.001759             0.001997             0.001029             0.0                  6.7e-05              0.00248              0.006614             0.000449             
0.071212             1e-06                0.00955              0.051363             0.001819             0.002014             0.001018             0.0                  7.7e-05              0.002989             0.008003             0.000453             
0.067652             0.0                  0.009295             0.048559             0.001673             0.001919             0.000982             0.0                  6.4e-05              0.002437             0.005974             0.000403             
0.071082             2e-06                0.009379             0.051395             0.00173              0.002046             0.001021             0.0                  6.7e-05              0.002405             0.006992             0.000437             
0.070513             1e-06                0.009537             0.050602             0.001789             0.002043             0.001022             0.0                  7.5e-05              0.002594             0.006134             0.000429             
0.068091             1e-06                0.008944             0.04922              0.001699             0.001949             0.001008             0.0                  6.1e-05              0.00252              0.005457             0.000431             
0.069387             1.2e-05              0.009194             0.049655             0.001783             0.001984             0.001022             0.0                  7e-05                0.00243              0.006326             0.000435             
0.069143             2e-06                0.009415             0.049862             0.001691             0.001992             0.001044             0.0                  7.7e-05              0.002602             0.006329             0.000518             
0.06969              1e-06                0.009351             0.050272             0.001758             0.001963             0.00103              0.0                  7e-05                0.002483             0.006012             0.000413             
0.069061             0.0                  0.009536             0.049629             0.001733             0.00209              0.001038             0.0                  8.2e-05              0.00256              0.005973             0.000525             
0.071287             1e-06                0.009644             0.050939             0.00174              0.002088             0.001042             2.4e-05              6.5e-05              0.00243              0.007488             0.000443             
0.06809              0.0                  0.008994             0.049291             0.001708             0.001874             0.001007             0.0                  6.3e-05              0.002469             0.006808             0.000414             
0.069981             2e-06                0.009614             0.050217             0.001712             0.00211              0.001048             0.0                  0.000119             0.003548             0.006943             0.000478             
0.068853             0.0                  0.009174             0.049586             0.001732             0.00198              0.001047             0.0                  7.7e-05              0.002512             0.006234             0.000426             
0.069786             1e-06                0.009009             0.050428             0.001762             0.002089             0.000998             0.0                  8.5e-05              0.002547             0.007906             0.000424             
0.066931             0.0                  0.008971             0.048262             0.001662             0.001862             0.001008             0.0                  7.1e-05              0.002458             0.005758             0.000416             
0.070304             0.0                  0.009431             0.050636             0.001728             0.002117             0.001003             0.0                  7.7e-05              0.003088             0.006509             0.000426             
0.066693             0.0                  0.008963             0.047902             0.00161              0.001877             0.000994             0.0                  7.1e-05              0.002415             0.005952             0.000433             
0.068253             0.0                  0.009055             0.049217             0.001672             0.001977             0.000981             0.0                  5.6e-05              0.002869             0.006107             0.000414             
0.043044             0.0                  0.003162             0.032332             0.001138             0.000518             0.000335             0.0                  5.1e-05              0.001134             0.00362              0.000504             
0.04329              1e-06                0.003289             0.032229             0.001141             0.000614             0.000325             0.0                  6.6e-05              0.001328             0.004228             0.000509             
0.046417             0.0                  0.003459             0.034961             0.001127             0.000579             0.00064              0.0                  4.9e-05              0.001022             0.00324              0.000482             
0.042557             0.0                  0.002988             0.03215              0.001141             0.000479             0.000327             0.0                  4.8e-05              0.000968             0.003925             0.000523             
0.041002             0.0                  0.002913             0.031062             0.001046             0.000502             0.000311             0.0                  6.3e-05              0.001232             0.004186             0.000501             
0.041593             0.0                  0.002925             0.03115              0.00109              0.000553             0.000387             0.0                  5.4e-05              0.001427             0.003392             0.000482             
0.04306              0.0                  0.003003             0.03241              0.001099             0.000567             0.000432             0.0                  6.9e-05              0.001332             0.003588             0.000497             
0.044796             1e-06                0.00318              0.03374              0.001156             0.000614             0.000538             0.0                  6.4e-05              0.0013               0.003589             0.000489             
0.040462             0.0                  0.002794             0.030364             0.001107             0.000519             0.000247             0.0                  5.8e-05              0.001314             0.003564             0.000484             
0.043223             0.0                  0.003167             0.032368             0.001167             0.000584             0.00039              0.0                  6.3e-05              0.001286             0.003797             0.000509             
0.043273             0.0                  0.002993             0.032699             0.001164             0.000546             0.000387             0.0                  6.2e-05              0.001216             0.003671             0.000529             
0.04202              1e-06                0.002898             0.031671             0.001033             0.000462             0.000469             0.0                  4.6e-05              0.00099              0.003279             0.000497             
0.042615             0.0                  0.00296              0.032077             0.001079             0.00055              0.000472             6e-06                6.4e-05              0.00125              0.003332             0.000504             
0.044605             0.0                  0.003242             0.033485             0.0012               0.000654             0.000458             0.0                  5.7e-05              0.00129              0.003991             0.000491             
0.045519             0.0                  0.003388             0.034235             0.001135             0.000644             0.000565             0.0                  5.4e-05              0.001155             0.003133             0.000501             
0.042584             0.0                  0.003129             0.031947             0.001043             0.000561             0.000428             0.0                  4.9e-05              0.001102             0.003192             0.000497             
0.043104             0.0                  0.003076             0.032542             0.001131             0.000493             0.000399             0.0                  6e-05                0.001338             0.003572             0.000506             
0.044996             1e-06                0.003276             0.033686             0.001182             0.00071              0.000526             0.0                  6.2e-05              0.00148              0.003616             0.000516             
0.042205             0.0                  0.002971             0.031813             0.001127             0.000494             0.000365             0.0                  5.9e-05              0.001314             0.003347             0.000521             
0.040696             0.0                  0.003036             0.030646             0.001118             0.000584             0.000284             0.0                  5.8e-05              0.001193             0.003685             0.000504             
0.04003              0.0                  0.002334             0.030131             0.001038             0.000488             0.000471             0.0                  9.4e-05              0.001683             0.006045             0.000995             
0.038367             1e-06                0.002178             0.028738             0.001147             0.000545             0.000254             0.0                  0.000125             0.001551             0.006252             0.001002             
0.03788              0.0                  0.002205             0.028311             0.001106             0.000487             0.000285             0.0                  4.8e-05              0.000973             0.005726             0.001024             
0.039758             1e-06                0.002281             0.029693             0.001176             0.000584             0.00027              0.0                  7.8e-05              0.00137              0.007304             0.001058             
0.041312             0.0                  0.002502             0.031079             0.001177             0.000601             0.000451             0.0                  5.3e-05              0.001015             0.005469             0.001022             
0.044637             0.0                  0.002724             0.033621             0.001305             0.000763             0.000456             0.0                  7.3e-05              0.001369             0.006458             0.001061             
0.040296             0.0                  0.002417             0.030453             0.001139             0.000469             0.000388             0.0                  5e-05                0.000957             0.005728             0.001035             
0.041608             0.0                  0.002463             0.03127              0.00123              0.000621             0.000408             0.0                  7.6e-05              0.001351             0.005571             0.00104              
0.041577             0.0                  0.002475             0.031446             0.001142             0.000617             0.000456             0.0                  5.2e-05              0.001007             0.006235             0.001043             
0.041804             1e-06                0.002511             0.031059             0.001219             0.000678             0.000344             0.0                  7.3e-05              0.001345             0.006152             0.001027             
0.036897             0.0                  0.002129             0.027725             0.000956             0.000469             0.000244             0.0                  5e-05                0.000978             0.006396             0.001031             
0.038993             0.0                  0.00227              0.029235             0.001154             0.000581             0.0003               0.0                  6e-05                0.001154             0.005851             0.001028             
0.040367             0.0                  0.002279             0.030519             0.001166             0.000488             0.000401             0.0                  6.1e-05              0.001133             0.005921             0.001026             
0.041664             1e-06                0.002491             0.031012             0.001143             0.000635             0.000392             0.0                  6.7e-05              0.001179             0.006836             0.001002             
0.039822             0.0                  0.002412             0.029889             0.001205             0.000586             0.00026              0.0                  7.8e-05              0.001377             0.006508             0.001036             
0.041871             0.0                  0.002464             0.031775             0.0011               0.000479             0.000543             0.0                  4.9e-05              0.001007             0.006157             0.001012             
0.040789             0.0                  0.002364             0.030636             0.001064             0.000465             0.00048              0.0                  7.2e-05              0.001314             0.006673             0.001391             
0.042565             0.0                  0.002511             0.032079             0.001242             0.000668             0.00042              0.0                  7e-05                0.001289             0.005469             0.001053             
0.039509             1.5e-05              0.00228              0.029593             0.00102              0.000586             0.000406             0.0                  6.8e-05              0.001222             0.006355             0.001047             
0.040162             0.0                  0.002358             0.030322             0.001162             0.000492             0.00035              0.0                  6.1e-05              0.001156             0.005244             0.001019             
0.060577             0.0                  0.009599             0.040952             0.001307             0.002422             0.001038             0.0                  6.9e-05              0.002392             0.004911             0.000405             
0.060005             0.0                  0.009326             0.040846             0.001273             0.002188             0.00104              0.0                  6.7e-05              0.002389             0.004364             0.000408             
0.056281             3e-06                0.008821             0.038095             0.001208             0.002109             0.000948             1e-06                0.000156             0.00244              0.004253             0.000401             
0.061429             1e-06                0.009626             0.041908             0.001328             0.002224             0.001035             0.0                  6.9e-05              0.00276              0.004297             0.000398             
0.064181             1e-06                0.010192             0.043571             0.001405             0.002433             0.001107             0.0                  6.9e-05              0.002442             0.005161             0.000406             
0.060167             0.0                  0.009474             0.040839             0.001273             0.002203             0.001029             0.0                  6.5e-05              0.002469             0.004286             0.000396             
0.058399             1e-06                0.009146             0.039346             0.001282             0.002137             0.001037             0.0                  6.8e-05              0.002414             0.004211             0.000399             
0.0614               0.0                  0.009679             0.041389             0.001397             0.002352             0.001047             0.0                  5.9e-05              0.00255              0.00516              0.000416             
0.062269             0.0                  0.009819             0.042368             0.001343             0.002329             0.001034             0.0                  6.1e-05              0.002688             0.005233             0.000428             
0.061148             1e-06                0.009575             0.041633             0.001331             0.002174             0.001035             0.0                  6.7e-05              0.002407             0.004219             0.000394             
0.058029             1e-06                0.009175             0.039264             0.001292             0.002113             0.001023             0.0                  6.3e-05              0.002411             0.004143             0.000409             
0.0611               1e-06                0.009629             0.041631             0.001322             0.002183             0.001021             0.0                  6.2e-05              0.002431             0.004238             0.00039              
0.061332             1e-06                0.009593             0.041824             0.00133              0.002305             0.001043             0.0                  6.3e-05              0.002383             0.004483             0.000393             
0.062108             0.0                  0.009868             0.042084             0.001412             0.002293             0.001036             0.0                  6e-05                0.002408             0.004518             0.000391             
0.059176             1e-06                0.009358             0.040167             0.001281             0.002153             0.00101              0.0                  6e-05                0.00228              0.004247             0.000424             
0.061687             2e-06                0.009571             0.041512             0.001473             0.00251              0.001054             0.0                  7.8e-05              0.002758             0.005097             0.000423             
0.059192             1e-06                0.009346             0.040171             0.001297             0.002186             0.001013             0.0                  5.9e-05              0.002362             0.004495             0.000491             
0.06201              9e-06                0.009769             0.041914             0.001339             0.002372             0.001054             0.0                  6.2e-05              0.002426             0.005134             0.000472             
0.057248             0.0                  0.009141             0.038651             0.001257             0.002124             0.001012             0.0                  5e-05                0.002212             0.004363             0.000424             
0.057533             1e-06                0.009111             0.038851             0.00127              0.002096             0.001024             0.0                  6.7e-05              0.00245              0.005277             0.000438             
0.029399             5e-06                0.003551             0.018555             0.000566             0.000834             0.000369             0.0                  6.4e-05              0.001337             0.002906             0.000532             
0.032387             0.0                  0.003948             0.020405             0.000918             0.000851             0.000834             0.0                  5.1e-05              0.001072             0.002305             0.000521             
0.030988             0.0                  0.003719             0.019501             0.000808             0.000752             0.000676             0.0                  6.8e-05              0.001318             0.002906             0.000483             
0.030068             1e-06                0.003525             0.018733             0.000807             0.000943             0.000639             0.0                  4.6e-05              0.001003             0.003145             0.000524             
0.030421             0.0                  0.003703             0.018763             0.000781             0.000938             0.000542             0.0                  6e-05                0.001284             0.003136             0.000518             
0.028052             0.0                  0.003237             0.017239             0.000598             0.000726             0.00055              0.0                  4.1e-05              0.000935             0.00224              0.000488             
0.028775             0.0                  0.003331             0.017728             0.000701             0.000897             0.000582             0.0                  5.5e-05              0.001187             0.004601             0.000754             
0.029274             0.0                  0.003438             0.018076             0.000764             0.00068              0.000671             0.0                  4.5e-05              0.000899             0.002163             0.000475             
0.029108             0.0                  0.003305             0.018055             0.000778             0.000808             0.000677             0.0                  6.2e-05              0.001221             0.003084             0.000496             
0.029367             0.0                  0.00348              0.018227             0.000731             0.000713             0.000632             0.0                  4.5e-05              0.001333             0.002993             0.000515             
0.030398             1e-06                0.003448             0.018866             0.000862             0.000943             0.000648             0.0                  0.000108             0.001415             0.003168             0.000541             
0.029075             1e-06                0.003395             0.01781              0.000716             0.000875             0.000594             2e-06                5.6e-05              0.001135             0.003057             0.000536             
0.028541             0.0                  0.003271             0.017767             0.000641             0.000647             0.000552             0.0                  5.7e-05              0.001127             0.002922             0.000504             
0.028429             0.0                  0.003366             0.017605             0.000586             0.000885             0.000421             0.0                  6.6e-05              0.001307             0.003134             0.000532             
0.032869             8e-06                0.004054             0.020349             0.000827             0.001178             0.000548             0.0                  8.2e-05              0.001562             0.003264             0.000511             
0.03057              1e-06                0.003699             0.018436             0.00075              0.000977             0.000452             0.0                  6.3e-05              0.001397             0.002198             0.000517             
0.031649             3.9e-05              0.003853             0.019341             0.000928             0.001089             0.000749             0.0                  5.4e-05              0.001185             0.003141             0.000625             
0.028628             0.0                  0.003268             0.01778              0.000697             0.000802             0.000604             0.0                  9.8e-05              0.001308             0.002558             0.000598             
0.030563             1e-06                0.003577             0.018946             0.0008               0.000893             0.000641             0.0                  5.9e-05              0.001279             0.002258             0.000543             
0.02884              0.0                  0.003427             0.01796              0.000626             0.000819             0.000483             0.0                  8e-05                0.001606             0.003072             0.000511             
0.025838             1e-06                0.002628             0.015627             0.00079              0.00068              0.000655             0.0                  5.4e-05              0.000983             0.004244             0.001589             
0.025782             1e-06                0.002601             0.01547              0.000756             0.000786             0.000593             0.0                  7.4e-05              0.001297             0.004274             0.001064             
0.024009             0.0                  0.002454             0.014391             0.000501             0.000677             0.000359             0.0                  6.6e-05              0.001802             0.00459              0.001211             
0.024689             2e-06                0.002471             0.01469              0.000548             0.000787             0.00044              0.0                  5.4e-05              0.001036             0.004315             0.001204             
0.025093             0.0                  0.002557             0.014944             0.000624             0.000949             0.000391             9e-06                0.000117             0.001516             0.00433              0.00108              
0.025993             1e-06                0.002815             0.015277             0.000728             0.001029             0.000418             0.0                  6.7e-05              0.001216             0.004367             0.001097             
0.025626             0.0                  0.002666             0.015305             0.000605             0.000857             0.000542             0.0                  6.2e-05              0.001183             0.004297             0.001128             
0.025832             1.2e-05              0.002772             0.015265             0.000764             0.000975             0.000506             0.0                  6.7e-05              0.001252             0.00429              0.001051             
0.027285             0.0                  0.002827             0.016423             0.000881             0.000965             0.000602             0.0                  6.3e-05              0.001193             0.004331             0.001157             
0.025752             1e-06                0.00267              0.015325             0.000764             0.00097              0.000507             0.0                  6.4e-05              0.001032             0.004108             0.001067             
0.026318             1e-06                0.002653             0.015671             0.000808             0.000841             0.000621             0.0                  5.7e-05              0.001095             0.004403             0.0011               
0.026155             0.0                  0.002663             0.015479             0.0007               0.00107              0.000583             0.0                  6e-05                0.001124             0.004336             0.001108             
0.027624             6e-06                0.00276              0.016659             0.000881             0.001045             0.000726             6e-06                6e-05                0.001101             0.004277             0.001154             
0.0235               0.0                  0.002482             0.014204             0.000517             0.000757             0.000226             0.0                  6.6e-05              0.001196             0.004061             0.00122              
0.028395             0.0                  0.002995             0.017036             0.000867             0.001045             0.000719             0.0                  7.1e-05              0.001276             0.004243             0.001069             
0.024153             0.0                  0.002542             0.014802             0.000496             0.000715             0.000298             0.0                  6.3e-05              0.001309             0.004424             0.001068             
0.025338             0.0                  0.002527             0.015355             0.000602             0.000635             0.000601             0.0                  6.2e-05              0.001028             0.004269             0.001054             
0.024371             0.0                  0.002462             0.01457              0.000594             0.000687             0.000392             0.0                  6.7e-05              0.001257             0.004299             0.001098             
