algo                     graph      F1       F1_rev   NMI      time     
Ego_PLM_clean_OSLOM      LFR_mu_45  0.6613   0.4020   0.1745   3.7650   
Ego_PLM_clean_OSLOM      LFR_mu_45  0.5956   0.3449   0.1383   2.8582   
Ego_PLM_clean_OSLOM      LFR_mu_45  0.6961   0.4156   0.2187   3.3715   
Ego_PLM_clean_OSLOM      LFR_mu_45  0.7006   0.4353   0.2293   3.3662   
Ego_PLM_clean_OSLOM      LFR_mu_50  0.5229   0.2735   0.0678   2.8545   
Ego_PLM_clean_OSLOM      LFR_mu_50  0.3578   0.1671   0.0000   2.3701   
Ego_PLM_clean_OSLOM      LFR_mu_50  0.4601   0.2311   0.0247   2.1558   
Ego_PLM_clean_OSLOM      LFR_mu_50  0.4990   0.2601   0.0467   2.9250   
Ego_PLM_clean_OSLOM      LFR_mu_50  0.4711   0.2534   0.0391   2.7143   
Ego_PLM_clean_OSLOM      LFR_mu_55  0.3297   0.1649   0.0062   2.4221   
Ego_PLM_clean_OSLOM      LFR_mu_55  0.2374   0.1302   0.0000   2.0950   
Ego_PLM_clean_OSLOM      LFR_mu_55  0.3100   0.1512   -1.0000  2.4074   
Ego_PLM_clean_OSLOM      LFR_mu_55  0.2481   0.1190   0.0000   2.4430   
Ego_PLM_clean_OSLOM      LFR_mu_55  0.1671   0.0936   -1.0000  2.2126   
Ego_Infomap              LFR_om_1   0.5669   0.9485   0.7699   26.1248  
Ego_Infomap              LFR_om_1   0.7465   0.9409   0.7918   25.9531  
Ego_Infomap              LFR_om_1   0.7124   0.9500   0.8104   25.9685  
Ego_Infomap              LFR_om_1   0.6593   0.9469   0.7923   25.8670  
Ego_Infomap              LFR_om_1   0.6907   0.9450   0.7921   26.0513  
Ego_Infomap              LFR_om_2   0.4088   0.9007   0.6112   26.8067  
Ego_Infomap              LFR_om_2   0.3680   0.9089   0.6051   26.9346  
Ego_Infomap              LFR_om_2   0.4096   0.9086   0.6278   26.7689  
Ego_Infomap              LFR_om_2   0.3873   0.8988   0.5898   26.7848  
Ego_Infomap              LFR_om_2   0.3915   0.8969   0.5960   26.7460  
Ego_Infomap              LFR_om_3   0.3318   0.8314   0.4264   27.9370  
Ego_Infomap              LFR_om_3   0.3577   0.8398   0.4463   27.9235  
Ego_Infomap              LFR_om_3   0.3330   0.8366   0.4403   28.4643  
Ego_Infomap              LFR_om_3   0.3509   0.8211   0.4227   30.2353  
Ego_Infomap              LFR_om_3   0.3414   0.8454   0.4482   28.3269  
Ego_Infomap              LFR_om_4   0.2174   0.5808   0.1422   29.6115  
Ego_Infomap              LFR_om_4   0.2214   0.5942   0.1456   29.4939  
Ego_Infomap              LFR_om_4   0.2154   0.5663   0.1238   29.5553  
Ego_Infomap              LFR_om_4   0.2201   0.5849   0.1511   29.5428  
Ego_Infomap              LFR_om_4   0.2206   0.5736   0.1287   29.6324  
Ego_Infomap              LFR_om_5   0.1612   0.2982   0.0097   30.9681  
Ego_Infomap              LFR_om_5   0.1693   0.3100   0.0110   31.2090  
Ego_Infomap              LFR_om_5   0.1683   0.3187   0.0135   31.3955  
Ego_Infomap              LFR_om_5   0.1680   0.3127   0.0135   31.2791  
Ego_Infomap              LFR_om_5   0.1569   0.2834   0.0062   31.1443  
Ego_Infomap              LFR_mu_00  0.9667   0.9936   0.9667   13.2297  
Ego_Infomap              LFR_mu_00  0.9329   0.9898   0.9438   12.9197  
Ego_Infomap              LFR_mu_00  0.9327   0.9902   0.9500   13.1126  
Ego_Infomap              LFR_mu_00  0.9407   0.9914   0.9494   13.2510  
Ego_Infomap              LFR_mu_00  0.8796   0.9839   0.9013   13.0674  
Ego_Infomap              LFR_mu_05  0.8086   0.9712   0.8430   13.0496  
Ego_Infomap              LFR_mu_05  0.9130   0.9862   0.9267   13.1098  
Ego_Infomap              LFR_mu_05  0.8830   0.9791   0.8844   13.0880  
Ego_Infomap              LFR_mu_05  0.9576   0.9830   0.9326   13.0439  
Ego_Infomap              LFR_mu_05  0.9545   0.9801   0.9200   13.0883  
Ego_Infomap              LFR_mu_10  0.8747   0.9652   0.8500   12.9118  
Ego_Infomap              LFR_mu_10  0.9002   0.9651   0.8657   13.0869  
Ego_Infomap              LFR_mu_10  0.8347   0.9621   0.8296   13.0216  
Ego_Infomap              LFR_mu_10  0.8618   0.9617   0.8438   13.1043  
Ego_Infomap              LFR_mu_10  0.9451   0.9736   0.9070   13.0153  
Ego_Infomap              LFR_mu_15  0.6986   0.9108   0.6734   13.0748  
Ego_Infomap              LFR_mu_15  0.8203   0.9468   0.7914   13.0293  
Ego_Infomap              LFR_mu_15  0.8139   0.9308   0.7509   13.0957  
Ego_Infomap              LFR_mu_15  0.8261   0.9304   0.7584   12.9862  
Ego_Infomap              LFR_mu_15  0.7368   0.9351   0.7192   13.0653  
Ego_Infomap              LFR_mu_20  0.6916   0.8931   0.6353   13.0897  
Ego_Infomap              LFR_mu_20  0.6928   0.8942   0.6346   13.0497  
Ego_Infomap              LFR_mu_20  0.7397   0.9127   0.6846   13.1016  
Ego_Infomap              LFR_mu_20  0.5919   0.8797   0.5707   13.1108  
Ego_Infomap              LFR_mu_20  0.6744   0.8825   0.6171   13.0209  
Ego_Infomap              LFR_mu_25  0.6271   0.8587   0.5595   13.0533  
Ego_Infomap              LFR_mu_25  0.6672   0.8678   0.5896   13.1173  
Ego_Infomap              LFR_mu_25  0.6295   0.8697   0.5402   12.9548  
Ego_Infomap              LFR_mu_25  0.6085   0.8524   0.5380   13.0579  
Ego_Infomap              LFR_mu_25  0.6276   0.8665   0.5541   13.1031  
Ego_Infomap              LFR_mu_30  0.5437   0.7977   0.4488   13.0294  
Ego_Infomap              LFR_mu_30  0.5829   0.8120   0.4689   13.0918  
Ego_Infomap              LFR_mu_30  0.5496   0.8013   0.4658   13.0999  
Ego_Infomap              LFR_mu_30  0.4973   0.7622   0.3720   13.1298  
Ego_Infomap              LFR_mu_30  0.5649   0.8307   0.4742   13.0433  
Ego_Infomap              LFR_mu_35  0.4978   0.7521   0.3714   12.9152  
Ego_Infomap              LFR_mu_35  0.4270   0.7311   0.2893   13.0614  
Ego_Infomap              LFR_mu_35  0.4507   0.7044   0.2896   13.0106  
Ego_Infomap              LFR_mu_35  0.4776   0.7548   0.3588   13.1277  
Ego_Infomap              LFR_mu_35  0.4851   0.7347   0.3317   12.9944  
Ego_Infomap              LFR_mu_40  0.4328   0.6853   0.2743   13.0043  
Ego_Infomap              LFR_mu_40  0.4315   0.6791   0.2673   13.0269  
Ego_Infomap              LFR_mu_40  0.4026   0.6697   0.2414   12.9410  
Ego_Infomap              LFR_mu_40  0.3763   0.6303   0.2034   13.0532  
Ego_Infomap              LFR_mu_40  0.4057   0.6796   0.2468   12.9825  
Ego_Infomap              LFR_mu_45  0.3669   0.6019   0.1731   12.9688  
Ego_Infomap              LFR_mu_45  0.3678   0.6238   0.1992   12.8937  
Ego_Infomap              LFR_mu_45  0.3354   0.5651   0.1599   13.0320  
Ego_Infomap              LFR_mu_45  0.3858   0.6257   0.1999   13.0403  
Ego_Infomap              LFR_mu_45  0.3956   0.6232   0.2172   13.1207  
Ego_Infomap              LFR_mu_50  0.3773   0.5664   0.1665   12.8203  
Ego_Infomap              LFR_mu_50  0.3185   0.5033   0.0975   12.8550  
Ego_Infomap              LFR_mu_50  0.3332   0.5129   0.1125   12.9974  
Ego_Infomap              LFR_mu_50  0.3688   0.5740   0.1622   13.1505  
Ego_Infomap              LFR_mu_50  0.3802   0.5819   0.1873   12.8791  
Ego_Infomap              LFR_mu_55  0.3030   0.4920   0.1003   12.5961  
Ego_Infomap              LFR_mu_55  0.2877   0.4504   0.0947   12.2801  
Ego_Infomap              LFR_mu_55  0.3323   0.5088   0.1143   12.8014  
Ego_Infomap              LFR_mu_55  0.3028   0.4579   0.0676   12.6897  
Ego_Infomap              LFR_mu_55  0.2646   0.3939   0.0478   12.5576  
Ego_Infomap_clean_OSLOM  LFR_om_1   0.9708   0.9934   0.9759   29.5744  
Ego_Infomap_clean_OSLOM  LFR_om_1   0.9707   0.9950   0.9802   29.7705  
Ego_Infomap_clean_OSLOM  LFR_om_1   0.9730   0.9922   0.9792   29.0766  
Ego_Infomap_clean_OSLOM  LFR_om_1   0.9723   0.9932   0.9757   28.9814  
Ego_Infomap_clean_OSLOM  LFR_om_1   1.0000   1.0000   1.0000   26.9180  
Ego_Infomap_clean_OSLOM  LFR_om_2   0.9748   0.9748   0.9450   32.7775  
Ego_Infomap_clean_OSLOM  LFR_om_2   0.9926   0.9926   0.9712   33.0382  
Ego_Infomap_clean_OSLOM  LFR_om_2   0.9800   0.9800   0.9549   33.0503  
Ego_Infomap_clean_OSLOM  LFR_om_2   0.9881   0.9881   0.9572   32.7764  
Ego_Infomap_clean_OSLOM  LFR_om_2   0.9776   0.9776   0.9511   33.5096  
Ego_Infomap_clean_OSLOM  LFR_om_3   0.9423   0.9314   0.8279   51.6867  
Ego_Infomap_clean_OSLOM  LFR_om_3   0.9461   0.9461   0.8544   53.8014  
Ego_Infomap_clean_OSLOM  LFR_om_3   0.9434   0.9434   0.8467   53.3428  
Ego_Infomap_clean_OSLOM  LFR_om_3   0.9473   0.9473   0.8542   50.0434  
Ego_Infomap_clean_OSLOM  LFR_om_3   0.9444   0.9444   0.8493   53.1059  
Ego_Infomap_clean_OSLOM  LFR_om_4   0.7431   0.5742   0.3608   70.4373  
Ego_Infomap_clean_OSLOM  LFR_om_4   0.7900   0.6352   0.4260   70.2029  
Ego_Infomap_clean_OSLOM  LFR_om_4   0.7133   0.6078   0.3754   82.6173  
Ego_Infomap_clean_OSLOM  LFR_om_4   0.7610   0.5901   0.3863   77.1086  
Ego_Infomap_clean_OSLOM  LFR_om_4   0.7386   0.5922   0.3732   75.3978  
Ego_Infomap_clean_OSLOM  LFR_om_5   0.6717   0.2564   0.0959   62.2254  
Ego_Infomap_clean_OSLOM  LFR_om_5   0.6422   0.2356   0.0774   63.5229  
Ego_Infomap_clean_OSLOM  LFR_om_5   0.6264   0.2614   0.0938   62.2377  
Ego_Infomap_clean_OSLOM  LFR_om_5   0.6432   0.2625   0.0963   64.2504  
Ego_Infomap_clean_OSLOM  LFR_om_5   0.5900   0.2132   0.0569   64.0751  
Ego_Infomap_clean_OSLOM  LFR_mu_00  0.9944   0.9836   0.9695   14.8980  
Ego_Infomap_clean_OSLOM  LFR_mu_00  0.9902   0.9902   0.9615   14.8739  
Ego_Infomap_clean_OSLOM  LFR_mu_00  0.9905   0.9905   0.9619   15.0260  
Ego_Infomap_clean_OSLOM  LFR_mu_00  0.9910   0.9910   0.9629   14.8075  
Ego_Infomap_clean_OSLOM  LFR_mu_00  0.9869   0.9788   0.9440   15.1909  
Ego_Infomap_clean_OSLOM  LFR_mu_05  0.9779   0.9779   0.9232   14.8921  
Ego_Infomap_clean_OSLOM  LFR_mu_05  0.9866   0.9866   0.9485   15.7052  
Ego_Infomap_clean_OSLOM  LFR_mu_05  0.9863   0.9753   0.9357   15.1646  
Ego_Infomap_clean_OSLOM  LFR_mu_05  0.9882   0.9882   0.9521   15.6191  
Ego_Infomap_clean_OSLOM  LFR_mu_05  0.9880   0.9880   0.9495   15.4853  
Ego_Infomap_clean_OSLOM  LFR_mu_10  0.9807   0.9807   0.9255   16.2072  
Ego_Infomap_clean_OSLOM  LFR_mu_10  0.9778   0.9778   0.9206   15.7119  
Ego_Infomap_clean_OSLOM  LFR_mu_10  0.9732   0.9622   0.8972   16.1881  
Ego_Infomap_clean_OSLOM  LFR_mu_10  0.9656   0.9656   0.8921   15.4120  
Ego_Infomap_clean_OSLOM  LFR_mu_10  0.9845   0.9774   0.9336   15.8142  
Ego_Infomap_clean_OSLOM  LFR_mu_15  0.9499   0.9464   0.8460   15.2316  
Ego_Infomap_clean_OSLOM  LFR_mu_15  0.9644   0.9590   0.8875   16.2817  
Ego_Infomap_clean_OSLOM  LFR_mu_15  0.9700   0.9648   0.9038   15.7100  
Ego_Infomap_clean_OSLOM  LFR_mu_15  0.9598   0.9544   0.8638   16.3175  
Ego_Infomap_clean_OSLOM  LFR_mu_15  0.9511   0.9380   0.8354   16.1316  
Ego_Infomap_clean_OSLOM  LFR_mu_20  0.9379   0.9198   0.7978   16.3479  
Ego_Infomap_clean_OSLOM  LFR_mu_20  0.9398   0.9314   0.8177   16.1252  
Ego_Infomap_clean_OSLOM  LFR_mu_20  0.9592   0.9434   0.8447   16.5173  
Ego_Infomap_clean_OSLOM  LFR_mu_20  0.9173   0.9063   0.7600   15.9658  
Ego_Infomap_clean_OSLOM  LFR_mu_20  0.9287   0.9287   0.7973   16.2294  
Ego_Infomap_clean_OSLOM  LFR_mu_25  0.9152   0.9034   0.7560   15.9520  
Ego_Infomap_clean_OSLOM  LFR_mu_25  0.9131   0.8778   0.7165   16.2504  
Ego_Infomap_clean_OSLOM  LFR_mu_25  0.9120   0.9120   0.7459   17.0836  
Ego_Infomap_clean_OSLOM  LFR_mu_25  0.9185   0.8572   0.6887   15.7136  
Ego_Infomap_clean_OSLOM  LFR_mu_25  0.9202   0.8957   0.7490   16.7711  
Ego_Infomap_clean_OSLOM  LFR_mu_30  0.9002   0.8287   0.6544   16.1802  
Ego_Infomap_clean_OSLOM  LFR_mu_30  0.8791   0.8384   0.6592   17.8150  
Ego_Infomap_clean_OSLOM  LFR_mu_30  0.8828   0.8350   0.6543   17.5033  
Ego_Infomap_clean_OSLOM  LFR_mu_30  0.8528   0.8061   0.6032   17.8215  
Ego_Infomap_clean_OSLOM  LFR_mu_30  0.8928   0.8626   0.6853   17.1450  
Ego_Infomap_clean_OSLOM  LFR_mu_35  0.8486   0.7187   0.5032   16.5636  
Ego_Infomap_clean_OSLOM  LFR_mu_35  0.7869   0.6444   0.4003   16.1995  
Ego_Infomap_clean_OSLOM  LFR_mu_35  0.8297   0.6522   0.4377   15.5969  
Ego_Infomap_clean_OSLOM  LFR_mu_35  0.8535   0.7177   0.5184   17.4640  
Ego_Infomap_clean_OSLOM  LFR_mu_35  0.8708   0.7561   0.5632   17.4212  
Ego_Infomap_clean_OSLOM  LFR_mu_40  0.7979   0.5811   0.3751   15.7941  
Ego_Infomap_clean_OSLOM  LFR_mu_40  0.7576   0.5263   0.3078   15.1764  
Ego_Infomap_clean_OSLOM  LFR_mu_40  0.7712   0.5467   0.3388   15.4769  
Ego_Infomap_clean_OSLOM  LFR_mu_40  0.7584   0.5331   0.3241   14.7940  
Ego_Infomap_clean_OSLOM  LFR_mu_40  0.7796   0.5587   0.3596   15.0600  
Ego_Infomap_clean_OSLOM  LFR_mu_45  0.6251   0.3637   0.1569   14.3710  
Ego_Infomap_clean_OSLOM  LFR_mu_45  0.6910   0.4350   0.2272   14.5118  
Ego_Infomap_clean_OSLOM  LFR_mu_45  0.6448   0.3787   0.1871   14.5504  
Ego_Infomap_clean_OSLOM  LFR_mu_45  0.7561   0.4984   0.3083   15.2931  
Ego_Infomap_clean_OSLOM  LFR_mu_45  0.6958   0.4287   0.2529   15.3835  
Ego_Infomap_clean_OSLOM  LFR_mu_50  0.6127   0.3427   0.1523   14.5554  
Ego_Infomap_clean_OSLOM  LFR_mu_50  0.4257   0.2118   0.0174   14.3991  
Ego_Infomap_clean_OSLOM  LFR_mu_50  0.5198   0.2694   0.0870   14.1950  
Ego_Infomap_clean_OSLOM  LFR_mu_50  0.5263   0.2710   0.0708   14.5709  
Ego_Infomap_clean_OSLOM  LFR_mu_50  0.5271   0.2771   0.0849   14.6479  
Ego_Infomap_clean_OSLOM  LFR_mu_55  0.3451   0.1639   0.0062   14.1463  
Ego_Infomap_clean_OSLOM  LFR_mu_55  0.2239   0.1202   -1.0000  13.5823  
Ego_Infomap_clean_OSLOM  LFR_mu_55  0.4028   0.1929   0.0150   15.0628  
Ego_Infomap_clean_OSLOM  LFR_mu_55  0.2617   0.1259   -1.0000  14.8759  
Ego_Infomap_clean_OSLOM  LFR_mu_55  0.1869   0.1108   0.0000   13.8136  
